BlackRock California Municipal 2018 Term Trust;67;46;;;;
BlackRock Municipal Income Trust;960;32;;;;
Ben Franklin Financial, Inc.;1198;28;;;;
BDCA Venture, Inc.;1845;18;;;;
Boulder Brands, Inc.;1392;20;;;;
CIMB Group Holdings Berhad;733;26;;;;
Brightoil Petroleum (Holdings) Limited;933;38;;;;
Verisante Technology Inc.;1050;25;;;;
Vale S.A.;236;9;;;;
Domtar Corporation;139;18;;;;
TCBIW;950;5;;;;
Stanley Black & Decker, Inc.;50;28;;;;
Suncor Energy Inc.;1050;18;;;;
Sound Financial Bancorp, Inc.;1004;29;;;;
PT Bank Woori Saudara Indonesia 1906 Tbk;437;40;;;;
Companhia de Saneamento B√°sico do Estado de S√£o Paulo - SABESP;0;64;;;;
Star Bulk Carriers Corp.;857;24;;;;
Raging River Exploration Inc.;483;29;;;;
PURE Bioscience, Inc.;1380;21;;;;
Plumas Bancorp;1885;14;;;;
Patient Home Monitoring Corp.;1401;29;;;;
Porter Bancorp, Inc.;1960;20;;;;
Premium Brands Holdings Corporation;228;35;;;;
Oncolytics Biotech Inc.;1405;23;;;;
The North West Company Inc.;1871;27;;;;
North State Bancorp;1152;19;;;;
Neuberger Berman Real Estate Securities Income Fund Inc.;1289;56;;;;
Blackrock MuniYield California Fund, Inc.;1474;41;;;;
BlackRock MuniHoldings Quality Fund II, Inc.;319;44;;;;
Barings Participation Investors;1077;31;;;;
BlackRock MuniEnhanced Fund, Inc.;1848;33;;;;
Melrose Bancorp, Inc.;380;21;;;;
Laporte Bancorp, Inc.;659;21;;;;
Lloyds Banking Group plc;1992;24;;;;
Louisiana Bancorp, Inc.;1440;23;;;;
Jeffersonville Bancorp;808;22;;;;
Imvescor Restaurant Group Inc.;1417;30;;;;
Inter Pipeline Ltd.;1633;19;;;;
Idaho Independent Bank;221;22;;;;
Indigo Books & Music Inc.;592;25;;;;
Synageva BioPharma Corp.;1541;24;;;;
Granite City Food & Brewery Ltd.;658;32;;;;
Farmers & Merchants Bancorp;585;27;;;;
Eaton Vance Tax-Managed Buy-Write Income Fund;1272;45;;;;
Eaton Vance New York Municipal Bond Fund;1875;40;;;;
Eaton Vance Municipal Bond Fund II;792;34;;;;
Element Fleet Management Corp.;746;30;;;;
Customers Bancorp, Inc.;1466;23;;;;
Crescent Point Energy Corp.;1781;27;;;;
Cineplex Inc.;1730;13;;;;
Community Bank Shares of Indiana Inc.;1081;37;;;;
BlackRock Strategic Municipal Trust;509;35;;;;
Popular Capital Trust II;1498;24;;;;
Biomerica, Inc.;368;15;;;;
BlackRock Municipal Income Trust II;1920;35;;;;
BlackRock Multi-Sector Income Trust;190;35;;;;
Blackstone / GSO Long-Short Credit Income Fund;532;46;;;;
BGC Partners, Inc.;1222;18;;;;
BlackRock New York Municipal Income Trust II;236;44;;;;
Breitling Energy Corporation;306;28;;;;
Blue Dolphin Energy Company;68;27;;;;
PT Bank Negara Indonesia (Persero) Tbk;645;38;;;;
Petrolia Energy Corporation;809;27;;;;
BlackRock Municipal Income Investment Trust;147;43;;;;
Bay Banks of Virginia, Inc.;121;27;;;;
BASF SE;530;7;;;;
BASF SE;530;7;;;;
BAE Systems plc;1993;15;;;;
Lithium Americas Corp.;1097;22;;;;
Valley National Bancorp;1856;23;;;;
PIRAEUS BK SA;234;13;;;;
Two River Bancorp;1917;17;;;;
Ten Peaks Coffee Company Inc;565;28;;;;
Tessenderlo Group NV;999;20;;;;
Star Buffet, Inc.;829;17;;;;
Strongco Corporation;583;20;;;;
San Luis Trust Bank FSB;1263;23;;;;
Skystar Bio Pharmaceutical Company;455;34;;;;
Mooncor Oil & Gas Corp.;715;23;;;;
Rejuvel Bio-Sciences, Inc.;1026;26;;;;
Signature Bank;67;14;;;;
State Bank of India;1849;19;;;;
Banco Santander, S.A.;1803;21;;;;
Redknee Solutions Inc.;1214;22;;;;
Rio Bravo Oil, Inc.;557;19;;;;
The Royal Bank of Scotland Group plc;1205;36;;;;
Restaurant Brands International Inc.;85;36;;;;
Parex Resources Inc.;381;20;;;;
People's Utah Bancorp;1692;21;;;;
Perpetual Energy Inc.;6;21;;;;
PlandaÌ Biotechnology, Inc.;549;27;;;;
Park Bancorp Inc.;1247;17;;;;
Oxford Bank Corporation;362;23;;;;
Opus Bank;713;9;;;;
Eaton Vance New York Municipal Bond Fund II;130;43;;;;
NorthWest Healthcare Properties Real Estate Investment Trust;0;60;;;;
Northwest Biotherapeutics, Inc.;1894;31;;;;
National Bank of Greece S.A.;1277;28;;;;
Naked Brand Group Inc.;171;22;;;;
Noble Group Limited;1114;19;;;;
Maxim Power Corp.;1429;17;;;;
Mullen Group Ltd.;640;17;;;;
Meetinghouse Bancorp, Inc.;855;26;;;;
Merus Labs International Inc.;1301;29;;;;
Morneau Shepell Inc.;789;20;;;;
BlackRock MuniYield Quality Fund, Inc.;608;38;;;;
Mood Media Corporation;1448;22;;;;
Magyar Bancorp, Inc.;1476;20;;;;
Mines Management, Inc.;634;22;;;;
MFC Bancorp Ltd.;1003;16;;;;
Mendocino Brewing Company, Inc.;1609;31;;;;
Microbix Biosystems Inc.;129;24;;;;
Middlefield Banc Corp.;249;22;;;;
Lancashire Holdings Limited;1425;27;;;;
LNB Bancorp Inc.;751;16;;;;
Intrinsyc Technologies Corporation;461;34;;;;
Intact Financial Corporation;1820;28;;;;
Hydrogenics Corporation;1554;23;;;;
Hardwoods Distribution Inc.;255;27;;;;
Hudson's Bay Company;489;20;;;;
Knight Therapeutics Inc.;1930;24;;;;
GLG Life Tech Corporation;1398;25;;;;
Exclamation Investments Corporation;342;35;;;;
FS Bancorp;1682;10;;;;
FitLife Brands, Inc.;224;20;;;;
First Reliance Bancshares, Inc.;635;31;;;;
FNBH Bancorp, Inc.;994;18;;;;
First Financial Bancorp.;1955;24;;;;
BRP Inc.;675;8;;;;
Dixie Foods International, Inc.;1480;31;;;;
Deutsche Bank Aktiengesellschaft;1786;32;;;;
Copper Mountain Mining Corporation;1387;34;;;;
Britannia Mining Inc.;427;21;;;;
Community Bank of Bergen County, NJ;1824;35;;;;
Critical Control Energy Services Corp.;972;38;;;;
Cathay General Bancorp;1143;22;;;;
California Bank Of Commerce;1836;27;;;;
Bellatrix Exploration Ltd.;1432;26;;;;
BiondVax Pharmaceuticals Ltd.;487;29;;;;
BV Financial, Inc.;1357;18;;;;
B2Gold Corp.;1154;12;;;;
BioSolar, Inc.;1945;14;;;;
Brookfield Real Estate Services Inc.;812;36;;;;
Burberry Group plc;458;18;;;;
BP p.l.c.;1124;9;;;;
The Boeing Company;1607;18;;;;
BNP Paribas SA;1898;14;;;;
PT Bank Mandiri (Persero) Tbk;1570;29;;;;
Bank of Montreal;1526;16;;;;
The British Land Company PLC;1932;28;;;;
Grupo Bimbo, S.A.B. de C.V.;943;27;;;;
BlackRock Virginia Municipal Bond Trust;1781;39;;;;
Barings Global Short Duration High Yield Fund;0;45;;;;
PT BFI Finance Indonesia Tbk;511;28;;;;
Black Diamond Group Limited;2000;27;;;;
BARISTAS COFFEE CO;1629;18;;;;
Blue Earth Inc.;1488;15;;;;
BlackRock Municipal Bond Trust;1397;30;;;;
BAE Systems plc;1993;15;;;;
Maxis Berhad;567;12;;;;
Zions Bancorporation;1333;20;;;;
Zions Bancorporation;1333;20;;;;
Cross Border Resources, Inc.;1173;28;;;;
Wright Investors' Service Holdings, Inc.;152;40;;;;
Vista Gold Corp.;1234;16;;;;
Vermilion Energy Inc.;1672;21;;;;
Vale S.A.;236;9;;;;
Torex Gold Resources Inc;1198;24;;;;
TearLab Corporation;1146;19;;;;
Tahoe Resources Inc.;440;20;;;;
Teranga Gold Corporation;582;24;;;;
Tellza Communications Inc.;619;26;;;;
Supremex Inc.;612;13;;;;
Suffolk Bancorp;1711;15;;;;
Strongbridge Biopharma plc;1565;26;;;;
Roxgold Inc.;762;12;;;;
B. Riley Financial, Inc.;1379;24;;;;
Response Biomedical Corp.;1681;25;;;;
Reckitt Benckiser Group plc;1987;27;;;;
Pretium Resources Inc.;1935;22;;;;
Provident Bancorp, Inc.;1758;23;;;;
P.T. Bank Pan Indonesia Tbk;1276;27;;;;
Parkland Fuel Corporation;403;25;;;;
Peyto Exploration & Development Corp;1776;36;;;;
PetrÛleo Brasileiro S.A. - Petrobras;324;36;;;;
PetrÛleo Brasileiro S.A. - Petrobras;324;36;;;;
PB Bancorp, Inc.;1894;16;;;;
Old Second Capital Trust I;500;26;;;;
Orocobre Limited;1725;16;;;;
Orezone Gold Corporation;105;24;;;;
Oi S.A.;1684;7;;;;
Orbit Garant Drilling Inc.;240;26;;;;
Kirkland Lake Gold Ltd.;136;23;;;;
Northeast Indiana Bancorp, Inc.;1175;31;;;;
Newtek Business Services Corp.;263;30;;;;
Neuberger Berman Intermediate Municipal Fund Inc.;1033;49;;;;
Newalta Corporation;1158;19;;;;
BlackRock MuniYield Investment Fund;1427;35;;;;
Medical Transcription Billing, Corp.;926;36;;;;
BlackRock MuniYield Pennsylvania Quality Fund;753;45;;;;
Mitel Networks Corporation;860;26;;;;
Genworth MI Canada Inc.;1277;23;;;;
M&F Bancorp, Inc.;1166;17;;;;
Lightstream Resources Ltd.;1515;26;;;;
Just Energy Group Inc.;241;22;;;;
Imperial Brands PLC;876;19;;;;
Navient Corporation;932;19;;;;
H&R Real Estate Investment Trust;52;32;;;;
Holloway Lodging Corporation;1594;28;;;;
Halogen Software Inc.;142;21;;;;
GuestLogix Inc.;325;15;;;;
BlackRock Floating Rate Income Strategies Fund, Inc.;522;52;;;;
Falco Resources Ltd.;348;20;;;;
F&M Bank Corp.;1194;14;;;;
Equity Bancshares, Inc.;410;23;;;;
Eaton Vance Ohio Municipal Bond Fund;1991;36;;;;
Eaton Vance California Municipal Bond Fund II;448;45;;;;
EnerCare Inc.;1449;13;;;;
Eagle Bancorp Montana, Inc.;76;27;;;;
DH Corporation;181;14;;;;
Difference Capital Financial Inc.;274;33;;;;
Cenovus Energy Inc.;898;19;;;;
Community Trust Bancorp, Inc.;476;29;;;;
CSB Bancorp, Inc.;213;17;;;;
Carroll Bancorp, Inc.;1297;21;;;;
Cequence Energy Ltd.;164;20;;;;
Condor Petroleum Inc.;1036;21;;;;
Canadian Oil Sands Limited;394;26;;;;
Commercial Bancshares, Inc.;573;27;;;;
Cardinal Energy Ltd.;1651;20;;;;
Canopy Growth Corporation;1392;25;;;;
Canfor Corporation;1288;18;;;;
Cecil Bancorp Inc.;165;18;;;;
Blacksands Petroleum, Inc.;1288;26;;;;
Blue River Bancshares, Inc.;605;27;;;;
BlackRock Municipal 2018 Term Trust;686;35;;;;
Boston Private Financial Holdings, Inc.;101;39;;;;
Bank of McKenney;462;16;;;;
Schnell Voyager 3 SICAV;1187;23;;;;
BNP Paribas SA;1898;14;;;;
Bonterra Energy Corp;842;20;;;;
Benchmark Bankshares, Inc.;1612;26;;;;
PT Bank QNB Indonesia Tbk;934;25;;;;
Black Hills Corporation;270;23;;;;
The Berkeley Group Holdings plc;1858;31;;;;
Blackstone/GSO Strategic Credit Fund;401;36;;;;
BEO Bancorp;1773;11;;;;
Bombardier Inc.;1088;15;;;;
UBS AG, London Branch;531;21;;;;
PT MNC Kapital Indonesia Tbk;1976;28;;;;
Banco Bradesco S.A.;434;19;;;;
BFC Capital Trust II;1724;20;;;;
BAB, Inc.;717;9;;;;
M1 Limited;265;10;;;;
RHB Capital Berhad;543;18;;;;
BATS BZX Exchange test issue;358;28;;;;
XTL Biopharmaceuticals Ltd.;1129;27;;;;
Western Forest Products Inc.;498;28;;;;
Whitecap Resources Inc.;486;23;;;;
Valeura Energy Inc.;121;19;;;;
Viagold Capital Ltd.;1513;20;;;;
Village Farms International, Inc.;151;33;;;;
VAPORIN INC.;1389;12;;;;
UR-Energy Inc.;842;14;;;;
ETRACS CMCI Total Return ETN Series B;78;37;;;;
Torstar Corporation;990;19;;;;
Turquoise Hill Resources Ltd.;200;29;;;;
TriplePoint Venture Growth BDC Corp.;909;36;;;;
Touchmark Bancshares, Inc.;32;26;;;;
Talon Metals Corp.;390;18;;;;
Tucows Inc.;48;11;;;;
Silver Bull Resources, Inc.;930;27;;;;
Sturgis Bancorp, Inc.;146;21;;;;
Student Transportation Inc.;164;27;;;;
Tianci International, Inc.;886;26;;;;
Southern Michigan Bancorp, Inc.;571;31;;;;
Solvay SA;458;9;;;;
SHANGHAI INDUSTRIAL;934;19;;;;
SeaDrill Limited;498;16;;;;
Santa Cruz County Bank;1560;22;;;;
Royal Bank of Canada;1752;20;;;;
Rocky Mountain Dealerships Inc.;341;31;;;;
Recticel NV/SA;447;14;;;;
The Royal Bank of Scotland Group plc;1205;36;;;;
Pizza Pizza Royalty Corp.;1464;25;;;;
Publix Super Markets, Inc.;801;26;;;;
Perseus Mining Limited;1076;22;;;;
Protea Biosciences Group, Inc;1779;29;;;;
Painted Pony Energy Ltd.;138;24;;;;
PharmaCyte Biotech, Inc.;1946;24;;;;
Presidio Bank;266;13;;;;
Pollard Banknote Limited;1876;24;;;;
Oregon Pacific Bancorp;1882;22;;;;
Opta Minerals Inc.;158;18;;;;
Osisko Mining Inc.;254;18;;;;
New Peoples Bankshares, Inc.;157;28;;;;
New Resource Bank;310;17;;;;
Nuvo Pharmaceuticals Inc.;294;25;;;;
Namibia Rare Earths Inc.;441;24;;;;
Northland Power Inc.;720;20;;;;
Victory Nickel Inc.;742;19;;;;
Mavenir Systems, Inc.;1155;21;;;;
MRV Engenharia e ParticipaÁıes S.A.;172;35;;;;
Melcor Real Estate Investment Trust;584;35;;;;
Migao Corporation;1188;17;;;;
MEG Energy Corp.;1691;16;;;;
Mechanics Bank;445;14;;;;
Meadow Bay Gold Corporation;1377;27;;;;
Midas Gold Corp.;1308;16;;;;
Mitchells & Butlers plc;371;23;;;;
Lynden Energy Corp.;139;19;;;;
Lake Sunapee Bank Group;697;23;;;;
Labrador Iron Ore Royalty Corporation;95;37;;;;
Luna Gold Corp.;1142;15;;;;
UBS AG, London Branch;531;21;;;;
Laurentian Bank of Canada;1427;25;;;;
Kinaxis Inc.;994;12;;;;
KS Bancorp, Inc.;857;16;;;;
Keyera Corp.;1257;12;;;;
K-Bro Linen Inc.;1978;16;;;;
KBC Group NV;1080;12;;;;
Kinross Gold Corporation;431;24;;;;
Jaguar Mining Inc.;581;18;;;;
LeadFX Inc.;921;11;;;;
Ivanhoe Mines Ltd.;254;18;;;;
Ita˙ Unibanco Holding S.A.;1901;26;;;;
Interfor Corporation;1625;20;;;;
Independence Bancshares, Inc.;565;29;;;;
Indigo Books & Music Inc.;592;25;;;;
Hometown Bancorp, Inc.;1413;22;;;;
Bioject Medical Technologies Inc.;341;33;;;;
Guyana Goldfields Inc.;601;22;;;;
Greer Bancshares Incorporated;1354;29;;;;
Goldquest Mining Corp.;817;22;;;;
Gulf Keystone Petroleum Limited;1934;31;;;;
GOGOLD RESOURCES INC;1677;20;;;;
Gibson Energy Inc.;1088;18;;;;
Gold Canyon Bank;1032;16;;;;
Canyon Services Group Inc.;1248;26;;;;
First National Financial Corporation;82;36;;;;
Fairmount Bancorp, Inc.;1898;23;;;;
Friendly Hills Bank;550;19;;;;
1st Colonial Bancorp, Inc.;509;26;;;;
5Banc Split Inc.;1527;16;;;;
Epsilon Energy Ltd.;1050;19;;;;
Embraer S.A.;1953;12;;;;
Endeavour Mining Corporation;367;28;;;;
Ecopetrol SA;1073;12;;;;
Dreyfus Strategic Municipal Bond Fund, Inc.;1416;43;;;;
DIRTT Environmental Solutions Ltd.;80;34;;;;
Dream Unlimited Corp.;1471;21;;;;
Medical Facilities Corporation;705;30;;;;
Dividend 15 Split Corp. II;1441;26;;;;
Deutsche Bˆrse Aktiengesellschaft;136;33;;;;
Dream Office Real Estate Investment Trust;233;41;;;;
Cyrela Brazil Realty S.A. Empreendimentos e ParticipaÁıes;0;57;;;;
CommerceWest Bank;446;17;;;;
Cover-All Technologies Inc.;329;27;;;;
Cardiome Pharma Corp.;1166;21;;;;
Etn. Fr. Colruyt NV;1637;19;;;;
Continental Gold Inc.;197;21;;;;
Civista Bancshares, Inc.;1979;24;;;;
Centerra Gold Inc.;1306;18;;;;
Calfrac Well Services Ltd.;1777;26;;;;
Chino Commercial Bancorp;277;24;;;;
Coastal Banking Company, Inc.;1982;29;;;;
Cara Operations Limited;894;23;;;;
Burzynski Research Institute, Inc.;930;34;;;;
Beazer Homes USA Inc.;1709;21;;;;
Bunzl plc;573;9;;;;
Baylake Corp.;869;13;;;;
Boyd Group Income Fund;445;22;;;;
BW Offshore Limited;639;19;;;;
Bankwell Financial Group, Inc.;406;30;;;;
Bovis Homes Group PLC;2001;21;;;;
Britvic Plc;1609;11;;;;
B2W - Companhia Digital;773;23;;;;
Bioshaft Water Technology, Inc.;41;31;;;;
Broke Out Inc.;1197;14;;;;
Braskem S.A.;749;12;;;;
Barfresh Food Group, Inc.;824;25;;;;
Brunswick Bancorp;1163;17;;;;
BioteQ Environmental Technologies Inc.;1766;38;;;;
Bharat Petroleum Corporation Limited;283;36;;;;
Booker Group PLC;1267;16;;;;
Benitec Biopharma Limited;1515;25;;;;
Bank of Napa, N.A.;165;18;;;;
BNCCORP, Inc.;1958;13;;;;
Keppel Corporation Limited;805;26;;;;
Danone;41;6;;;;
Bimini Capital Management, Inc.;1594;31;;;;
Boomerang Systems, Inc.;1936;23;;;;
BELLUS Health Inc.;498;18;;;;
Blue Line Protection Group, Inc.;1798;32;;;;
BlackRock New Jersey Municipal Bond Trust;411;41;;;;
Ballard Power Systems Inc.;1987;26;;;;
Blackcraft Cult, Inc.;400;21;;;;
BIO-key International, Inc.;1721;27;;;;
Bankia, S.A.;1939;12;;;;
DTS8 Coffee Company, Ltd.;220;25;;;;
PT Bank Pembangunan Daerah Jawa Barat dan Banten Tbk;0;52;;;;
Biotie Therapies Corp.;842;22;;;;
Birchcliff Energy Ltd.;1316;22;;;;
Premier Biomedical, Inc.;321;24;;;;
BG Group plc;765;12;;;;
Beaufield Resources Inc.;1189;24;;;;
Beach Energy Limited;1744;20;;;;
5BARz International, Inc.;1830;25;;;;
Babcock International Group plc;1528;31;;;;
Banro Corporation;303;17;;;;
Vicwest Inc;1838;11;;;;
Top Glove Corporation Berhad;1030;28;;;;
Padini Holdings Berhad;1665;22;;;;
Tenaga Nasional Berhad;350;22;;;;
Evergreen Fibreboard Bhd;878;24;;;;
NestlÈ (Malaysia) Berhad;1139;24;;;;
Public Bank Berhad;508;18;;;;
Malayan Banking Berhad;416;22;;;;
Kader Holdings Company Limited;355;30;;;;
Zoommed Inc.;1127;12;;;;
West End Indiana Bancshares, Inc.;963;33;;;;
Whistler Blackcomb Holdings Inc.;1899;32;;;;
Veresen Inc.;1045;12;;;;
VentriPoint Diagnostics Ltd.;1684;28;;;;
Van Gold Resources, Inc.;1999;24;;;;
Usinas Sider˙rgicas de Minas Gerais S.A.;771;40;;;;
University Bancorp, Inc.;1651;24;;;;
Unione di Banche Italiane S.p.A.;1441;32;;;;
Trevali Mining Corporation;427;26;;;;
Tree Island Steel Ltd.;627;22;;;;
Tethys Petroleum Limited;1659;24;;;;
Temple Hotels Inc.;1195;18;;;;
TransAtlantic Petroleum, Ltd.;441;29;;;;
Treasury Metals Inc.;469;20;;;;
Titan Medical Inc.;46;18;;;;
Rocky Mountain High Brands, Inc.;1848;32;;;;
Yum! Brands, Inc.;374;17;;;;
True Gold Mining Inc.;822;21;;;;
Box Ships Inc.;1330;14;;;;
Toscana Energy Income Corporation;874;33;;;;
Trinidad Drilling Ltd.;485;22;;;;
Third Century Bancorp;1066;21;;;;
T Bancshares, Inc.;541;18;;;;
Twin Butte Energy Ltd.;899;22;;;;
Sunwest Bank;865;12;;;;
Savant Explorations Ltd.;1493;24;;;;
SunTrust Banks, Inc.;99;20;;;;
Snipp Interactive Inc.;1132;22;;;;
Americas Silver Corporation;1761;27;;;;
Silver Pursuit Resources Ltd.;800;29;;;;
Sunnyside Bancorp, Inc.;1450;23;;;;
Sime Darby Berhad;12;17;;;;
Smart Technologies Inc.;1393;23;;;;
Scorpio Bulkers Inc.;904;20;;;;
Select Bancorp, Inc.;1929;20;;;;
Shopify Inc.;1694;12;;;;
Sevan Drilling Limited;1857;22;;;;
Southeastern Bank Financial Corporation;1473;39;;;;
Santander Finance Preferred S.A.;1807;32;;;;
Santander Finance Preferred S.A.;1807;32;;;;
Sahara Energy Ltd.;169;18;;;;
BioSyent Inc.;783;13;;;;
Rogers Sugar Inc.;224;17;;;;
TransAlta Renewables Inc.;974;25;;;;
Wow Unlimited Media Inc.;1234;24;;;;
RMP Energy Inc.;203;15;;;;
Red Moon Resources Inc.;114;23;;;;
Reliance Bancshares Inc.;1669;24;;;;
RegeneRx Biopharmaceuticals, Inc.;1227;33;;;;
Regen BioPharma, Inc.;769;21;;;;
Rame Energy Plc;204;15;;;;
Portage Biotech Inc.;362;20;;;;
PrairieSky Royalty Ltd.;818;23;;;;
Old PSG Wind-down Ltd.;1829;22;;;;
Potash Ridge Corporation;1078;24;;;;
PROAM…RICA BANK;7;15;;;;
Banca Popolare di Milano Scarl;775;30;;;;
Peekay Boutiques, Inc.;1014;22;;;;
Polaris Infrastructure Inc.;810;27;;;;
Pengrowth Energy Corporation;1177;28;;;;
Pacific Commerce Bancorp;1231;24;;;;
Pacific Ridge Exploration Ltd.;158;30;;;;
Princeton National Bancorp Inc.;1147;31;;;;
Port Erin Biopharma Investments Limited;1931;39;;;;
Peoples Bancorp, Inc.;779;21;;;;
Pinnacle Bancshares, Inc.;1386;25;;;;
Holly Brothers Pictures, Inc.;1315;29;;;;
Pressure BioSciences, Inc.;489;26;;;;
Oregon Bancorp, Inc.;882;20;;;;
LGX Oil + Gas Inc.;740;18;;;;
OceanaGold Corporation;1800;22;;;;
NexJ Systems Inc.;648;17;;;;
NexGen Energy Ltd.;1302;18;;;;
Northwest Indiana Bancorp;1208;25;;;;
NV Gold Corporation;1425;19;;;;
Northern Power Systems Corp.;428;28;;;;
NeuLion, Inc.;1362;13;;;;
PT Bank OCBC NISP Tbk;667;21;;;;
New Flyer Industries Inc.;1689;25;;;;
Northcliff Resources Ltd.;344;25;;;;
NCAL Bancorp;1185;12;;;;
Mawson West Limited;802;19;;;;
MW Bancorp, Inc.;1068;16;;;;
Matinas BioPharma Holdings, Inc.;1128;32;;;;
Minco Silver Corporation;1986;24;;;;
Melior Resources Inc.;981;21;;;;
McNally Bharat Engineering Company Limited;1194;42;;;;
Mawson Resources Limited;949;24;;;;
Bank of Maharashtra;1023;19;;;;
Union Bank;74;10;;;;
Laurentian Bank of Canada;1427;25;;;;
Lincoln Park Bancorp.;309;21;;;;
Kiwa Bio-Tech Products Group Corporation;427;40;;;;
Karnalyte Resources Inc.;1772;24;;;;
Kerr Mines Inc.;1706;15;;;;
Kelt Exploration Ltd.;98;21;;;;
Karin Technology Holdings Limited;1045;33;;;;
JBS S.A.;1635;8;;;;
Julius Baer Group Ltd.;1054;22;;;;
Jardine Strategic Holdings Limited;373;34;;;;
InZinc Mining Ltd.;937;18;;;;
The Intertain Group Limited;1472;27;;;;
ICL-ISRAEL CHEMICALS;39;20;;;;
Iris BioTechnologies, Inc.;555;26;;;;
Innergex Renewable Energy Inc.;1583;30;;;;
Integrated Biopharma, Inc.;1375;26;;;;
Colombo Bank;332;12;;;;
iFabric Corp.;85;13;;;;
International Barrier Technology Inc.;1915;37;;;;
International Baler Corporation;1921;31;;;;
Ithaca Energy Inc.;1825;18;;;;
IntelliPharmaCeutics International Inc.;119;39;;;;
Horizonte Minerals Plc;1485;22;;;;
Horizon North Logistics Inc.;1264;28;;;;
Hanwei Energy Services Corp.;833;28;;;;
Heritage Bankshares Inc.;1937;24;;;;
Huntington Bancshares Incorporated;1132;34;;;;
Harvard Illinois Bancorp, Inc.;1832;30;;;;
Granite Oil Corp.;493;17;;;;
Global Water Resources, Inc.;52;28;;;;
Breathe eCig Corp.;1606;18;;;;
Green Cures & Botanical Distribution Inc.;1055;41;;;;
Golden Ocean Group Limited;1247;26;;;;
General Moly, Inc.;1872;18;;;;
Greater Hudson Bank (NY);1926;24;;;;
Fortress Paper Ltd.;1041;19;;;;
New Klondike Exploration Ltd.;905;29;;;;
First Resource Bank;1561;19;;;;
Frontline Ltd.;1278;14;;;;
First Ottawa Bancshares, Inc.;1241;29;;;;
First Northwest Bancorp;1041;23;;;;
Farmers and Merchants Bancshares, Inc.;1151;38;;;;
First Mountain Bank (Big Bear Lake, CA);545;39;;;;
Fluxys Belgium SA;271;17;;;;
First Bancshares Inc. (Bellevue, OH);1633;36;;;;
Faircourt Gold Income Corp.;312;27;;;;
Century Global Commodities Corporation;1587;38;;;;
Fidelity D & D Bancorp, Inc.;112;28;;;;
First Century Bankshares, Inc.;1293;30;;;;
First Bancshares, Inc.;1506;22;;;;
Enerplus Corporation;640;20;;;;
Erdene Resource Development Corporation;398;39;;;;
Altamira Gold Corp.;498;19;;;;
Eco Oro Minerals Corp;796;21;;;;
Macarthur Minerals Limited;805;26;;;;
Empire Industries Ltd.;315;22;;;;
Energizer Resources Inc.;1389;24;;;;
Edgewater Bancorp, Inc.;1362;23;;;;
Enerflex Ltd.;63;13;;;;
Echelon Financial Holdings Inc.;1562;31;;;;
Eastern Security & Protection Services, Inc.;32;44;;;;
DXI Energy Inc.;202;15;;;;
Delrand Resources Limited;440;25;;;;
Dream Global Real Estate Investment Trust;1273;41;;;;
Candente Copper Corp.;1469;21;;;;
Dynacor Gold Mines Inc.;509;23;;;;
DUKE MOUNTAIN RESOUR;619;20;;;;
DATA Communications Management Corp.;886;36;;;;
D. B. Corp Limited;104;18;;;;
Cymbria Corporation;726;19;;;;
Currency Exchange International, Corp.;1061;38;;;;
CanWel Building Materials Group Ltd.;1054;36;;;;
Commonwealth Business Bank;1479;26;;;;
Cervus Equipment Corporation;1840;28;;;;
Commerce Union Bancshares, Inc.;708;31;;;;
Coast Bancorp;1661;13;;;;
Capstone Infrastructure Corporation;92;35;;;;
Cornerstone Community Bancorp.;1140;30;;;;
Crumbs Bake Shop, Inc.;1809;22;;;;
Canacol Energy Ltd;1922;18;;;;
CNB Bancorp Inc.;1004;16;;;;
Commercial International Bank (Egypt) S.A.E.;215;44;;;;
CLRBW;729;5;;;;
Chesswood Group Limited;516;23;;;;
Croghan Bancshares, Inc.;1907;24;;;;
Community First Bancorporation;1070;30;;;;
Cogeco Communications Inc.;702;26;;;;
Caledonia Mining Corporation Plc;1886;32;;;;
Buzzi Unicem SpA;242;16;;;;
Wowjoint Holdings Limited;516;25;;;;
JG Boswell Company;1105;18;;;;
B3 S.A. - Brasil, Bolsa, Balc„o;991;31;;;;
Boston Therapeutics, Inc.;484;25;;;;
BTCS Inc.;1404;9;;;;
BT Group plc;1381;12;;;;
PT Bumi Serpong Damai Tbk;487;25;;;;
Bank of Santa Clarita;1798;21;;;;
Bri-Chem Corp.;1205;14;;;;
Brewin Dolphin Holdings plc;290;27;;;;
Berendsen plc;499;13;;;;
Black River Petroleum Corp., Prior to Reverse Merger with Viva Entertainment Group Inc.;987;87;;;;
PT Bumi Resources Minerals Tbk;496;30;;;;
BIOREM Inc.;437;11;;;;
BG Group plc;765;12;;;;
Big Rock Brewery Inc.;1431;21;;;;
Boyuan Construction Group, Inc.;141;31;;;;
Bosch Limited;490;13;;;;
Bohai Pharmaceuticals Group, Inc.;1447;33;;;;
Banc of California, Inc. Senior;878;31;;;;
Brinx Resources Ltd.;1831;20;;;;
Bonavista Energy Corporation;1523;28;;;;
Bankers Petroleum Ltd.;1966;22;;;;
Bankers Petroleum Ltd.;1966;22;;;;
Bloomsbury Publishing plc;139;25;;;;
Battle Mountain Gold Inc.;529;25;;;;
Boralex Inc.;118;12;;;;
RhythmOne plc;1624;13;;;;
Black Stallion Oil and Gas Inc;497;30;;;;
